Step,PPO_1,PPO_2,PPO_3,PPO_4,PPO_5,PPO_6,PPO_7,PPO_8,PPO_9,PPO_10,PPO_11,PPO_12,PPO_13,PPO_14,PPO_15,PPO_16,PPO_17,PPO_18,PPO_19,PPO_20
16384,4.940000057220459,5.690000057220459,5.28000020980835,5.039999961853027,5.260000228881836,4.150000095367432,5.710000038146973,5.010000228881836,5.059999942779541,4.670000076293945,4.320000171661377,4.699999809265137,4.46999979019165,4.710000038146973,5.650000095367432,5.150000095367432,4.659999847412109,5.019999980926514,4.860000133514404,4.639999866485596
32768,9.130000114440918,8.640000343322754,9.510000228881836,8.5600004196167,8.779999732971191,9.020000457763672,9.619999885559082,8.699999809265137,8.720000267028809,9.3100004196167,8.869999885559082,8.960000038146973,8.539999961853027,9.270000457763672,9.09000015258789,9.1899995803833,9.65999984741211,9.770000457763672,9.029999732971191,8.359999656677246
49152,12.119999885559082,11.59000015258789,11.699999809265137,11.18000030517578,12.050000190734863,11.510000228881836,12.130000114440918,10.949999809265137,11.899999618530272,11.479999542236328,11.0,11.670000076293944,11.640000343322754,10.5600004196167,11.579999923706056,11.140000343322754,11.3100004196167,11.65999984741211,10.989999771118164,12.149999618530272
65536,12.850000381469728,13.0,14.170000076293944,13.399999618530272,12.760000228881836,13.5,13.229999542236328,13.59000015258789,12.920000076293944,12.3100004196167,13.199999809265137,13.5,13.020000457763672,12.75,13.449999809265137,13.859999656677246,13.619999885559082,14.130000114440918,13.59000015258789,13.399999618530272
81920,13.699999809265137,13.81999969482422,13.4399995803833,13.779999732971191,12.479999542236328,13.619999885559082,13.029999732971191,13.539999961853027,13.029999732971191,13.9399995803833,12.56999969482422,12.600000381469728,14.770000457763672,13.670000076293944,12.65999984741211,11.489999771118164,14.449999809265137,12.399999618530272,14.15999984741211,12.029999732971191
98304,13.020000457763672,13.34000015258789,13.760000228881836,13.460000038146973,12.210000038146973,14.420000076293944,12.9399995803833,13.56999969482422,13.079999923706056,14.0,12.630000114440918,14.579999923706056,12.350000381469728,11.729999542236328,13.68000030517578,12.720000267028809,13.529999732971191,12.84000015258789,13.630000114440918,13.350000381469728
114688,14.380000114440918,14.4399995803833,14.390000343322754,11.770000457763672,14.010000228881836,11.489999771118164,14.81999969482422,12.880000114440918,12.68000030517578,13.970000267028809,12.43000030517578,12.600000381469728,13.529999732971191,12.649999618530272,10.630000114440918,14.81999969482422,12.739999771118164,13.300000190734863,12.619999885559082,14.359999656677246
131072,10.520000457763672,6.900000095367432,14.710000038146973,12.90999984741211,10.770000457763672,12.989999771118164,13.59000015258789,11.5,12.3100004196167,14.260000228881836,13.529999732971191,12.84000015258789,12.489999771118164,14.529999732971191,13.350000381469728,9.630000114440918,14.56999969482422,13.170000076293944,12.789999961853027,12.239999771118164
147456,12.949999809265137,12.960000038146973,14.710000038146973,13.100000381469728,12.329999923706056,14.100000381469728,13.369999885559082,12.029999732971191,14.56999969482422,12.100000381469728,13.449999809265137,12.470000267028809,12.970000267028809,11.90999984741211,10.899999618530272,10.109999656677246,8.579999923706055,12.68000030517578,11.479999542236328,13.5600004196167
163840,14.09000015258789,12.279999732971191,8.5,13.5600004196167,14.220000267028809,13.260000228881836,12.59000015258789,11.479999542236328,12.390000343322754,13.359999656677246,13.93000030517578,13.079999923706056,14.40999984741211,11.619999885559082,13.489999771118164,12.4399995803833,9.800000190734863,12.4399995803833,13.229999542236328,13.529999732971191
